"X1","X2","bigram"
"jeeves","joins","jeeves joins"
"joins","web","joins web"
"web","log","web log"
"log","market","log market"
"market","jeeves","market jeeves"
"jeeves","bought","jeeves bought"
"bought","bloglines","bought bloglines"
"bloglines","website","bloglines website"
"website","improve","website improve"
"improve","handles","improve handles"
"handles","content","handles content"
"content","web","content web"
"web","journals","web journals"
"journals","blogs","journals blogs"
"blogs","bloglines","blogs bloglines"
"bloglines","site","bloglines site"
"site","hugely","site hugely"
"hugely","popular","hugely popular"
"popular","users","popular users"
"users","read","users read"
"read","search","read search"
"search","share","search share"
"share","blogs","share blogs"
"blogs","jeeves","blogs jeeves"
"jeeves","planning","jeeves planning"
"planning","change","planning change"
"change","bloglines","change bloglines"
"bloglines","million","bloglines million"
"million","articles","million articles"
"articles","archived","articles archived"
"archived","round","archived round"
"round","index","round index"
"index","web","index web"
"web","jeeves","web jeeves"
"jeeves","paid","jeeves paid"
"paid","bloglines","paid bloglines"
"bloglines","revealed","bloglines revealed"
"revealed","bloglines","revealed bloglines"
"bloglines","popular","bloglines popular"
"popular","users","popular users"
"users","build","users build"
"build","list","build list"
"list","blogs","list blogs"
"blogs","follow","blogs follow"
"follow","visit","follow visit"
"visit","journal","visit journal"
"journal","site","journal site"
"site","individually","site individually"
"individually","makes","individually makes"
"makes","technology","makes technology"
"technology","simple","technology simple"
"simple","syndication","simple syndication"
"syndication","rss","syndication rss"
"rss","blogs","rss blogs"
"blogs","adopted","blogs adopted"
"adopted","sites","adopted sites"
"sites","entries","sites entries"
"entries","journals","entries journals"
"journals","acquisition","journals acquisition"
"acquisition","similar","acquisition similar"
"similar","moves","similar moves"
"moves","search","moves search"
"search","sites","search sites"
"sites","google","sites google"
"google","acquired","google acquired"
"acquired","pyra","acquired pyra"
"pyra","labs","pyra labs"
"labs","makers","labs makers"
"makers","blogger","makers blogger"
"blogger","software","blogger software"
"software","msn","software msn"
"msn","introduced","msn introduced"
"introduced","blog","introduced blog"
"blog","system","blog system"
"system","yahoo","system yahoo"
"yahoo","tweaked","yahoo tweaked"
"tweaked","technology","tweaked technology"
"technology","job","technology job"
"job","handling","job handling"
"handling","blog","handling blog"
"blog","entries","blog entries"
"entries","jim","entries jim"
"jim","lanzone","jim lanzone"
"lanzone","vice","lanzone vice"
"vice","president","vice president"
"president","search","president search"
"search","properties","search properties"
"properties","jeeves","properties jeeves"
"jeeves","acquire","jeeves acquire"
"acquire","bloglines","acquire bloglines"
"bloglines","foothold","bloglines foothold"
"foothold","blog","foothold blog"
"blog","publishing","blog publishing"
"publishing","world","publishing world"
"world","jeeves","world jeeves"
"jeeves","helping","jeeves helping"
"helping","people","helping people"
"people","information","people information"
"information","helping","information helping"
"helping","write","helping write"
"write","universe","write universe"
"universe","readers","universe readers"
"readers","vastly","readers vastly"
"vastly","larger","vastly larger"
"larger","universe","larger universe"
"universe","writers","universe writers"
"writers","lanzone","writers lanzone"
"lanzone","acquisition","lanzone acquisition"
"acquisition","sit","acquisition sit"
"sit","jeeves","sit jeeves"
"jeeves","service","jeeves service"
"service","people","service people"
"people","customise","people customise"
"customise","web","customise web"
"web","experience","web experience"
"experience","build","experience build"
"build","personal","build personal"
"personal","collection","personal collection"
"collection","links","collection links"
"links","search","links search"
"search","engines","search engines"
"engines","discovering","engines discovering"
"discovering","information","discovering information"
"information","time","information time"
"time","rss","time rss"
"rss","ideal","rss ideal"
"ideal","track","ideal track"
"track","monitor","track monitor"
"monitor","sites","monitor sites"
"sites","drive","sites drive"
"drive","information","drive information"
"information","entries","information entries"
"entries","blogs","entries blogs"
"blogs","portals","blogs portals"
"portals","jeeves","portals jeeves"
"jeeves","operates","jeeves operates"
"operates","instant","operates instant"
"instant","sweeping","instant sweeping"
"sweeping","bloglines","sweeping bloglines"
"bloglines","lanzone","bloglines lanzone"
"lanzone","intent","lanzone intent"
"intent","time","intent time"
"time","figure","time figure"
"figure","business","figure business"
"business","model","business model"
"model","monetise","model monetise"
"monetise","lanzone","monetise lanzone"
"lanzone","added","lanzone added"
"added","jeeves","added jeeves"
"jeeves","helping","jeeves helping"
"helping","organise","helping organise"
"organise","database","organise database"
"database","blog","database blog"
"blog","entries","blog entries"
"entries","bloglines","entries bloglines"
"bloglines","holds","bloglines holds"
"holds","net","holds net"
"net","indexing","net indexing"
"indexing","technology","indexing technology"
"technology","search","technology search"
"search","blogosphere","search blogosphere"
"blogosphere","corpus","blogosphere corpus"
"corpus","information","corpus information"
"information","lanzone","information lanzone"
"lanzone","rumours","lanzone rumours"
"rumours","acquisition","rumours acquisition"
"acquisition","broken","acquisition broken"
"broken","napsterization","broken napsterization"
"napsterization","weblog","napsterization weblog"
"weblog","hint","weblog hint"
"hint","jeeves","hint jeeves"
"jeeves","insiders","jeeves insiders"
"insiders","cell","insiders cell"
"cell","hard","cell hard"
"hard","sell","hard sell"
"sell","world","sell world"
"world","casting","world casting"
"casting","gaze","casting gaze"
"gaze","cell","gaze cell"
"cell","processor","cell processor"
"processor","time","processor time"
"time","backers","time backers"
"backers","processor","backers processor"
"processor","names","processor names"
"names","computer","names computer"
"computer","industry","computer industry"
"industry","ibm","industry ibm"
"ibm","largest","ibm largest"
"largest","respected","largest respected"
"respected","chipmakers","respected chipmakers"
"chipmakers","world","chipmakers world"
"world","providing","world providing"
"providing","cutting","providing cutting"
"cutting","edge","cutting edge"
"edge","technology","edge technology"
"technology","businesses","technology businesses"
"businesses","sony","businesses sony"
"sony","chip","sony chip"
"chip","inside","chip inside"
"inside","playstation","inside playstation"
"playstation","console","playstation console"
"console","dominance","console dominance"
"dominance","games","dominance games"
"games","market","games market"
"market","means","market means"
"means","power","means power"
"power","dictate","power dictate"
"dictate","future","dictate future"
"future","computer","future computer"
"computer","gaming","computer gaming"
"gaming","platforms","gaming platforms"
"platforms","technology","platforms technology"
"technology","inside","technology inside"
"inside","cell","inside cell"
"cell","heralded","cell heralded"
"heralded","revolutionary","heralded revolutionary"
"revolutionary","technical","revolutionary technical"
"technical","standpoint","technical standpoint"
"standpoint","traditional","standpoint traditional"
"traditional","computers","traditional computers"
"computers","household","computers household"
"household","pcs","household pcs"
"pcs","playstation","pcs playstation"
"playstation","single","playstation single"
"single","processor","single processor"
"processor","carry","processor carry"
"carry","calculations","carry calculations"
"calculations","run","calculations run"
"run","computer","run computer"
"computer","cell","computer cell"
"cell","technology","cell technology"
"technology","hand","technology hand"
"hand","multiple","hand multiple"
"multiple","cell","multiple cell"
"cell","processors","cell processors"
"processors","linked","processors linked"
"linked","run","linked run"
"run","lots","run lots"
"lots","calculations","lots calculations"
"calculations","simultaneously","calculations simultaneously"
"simultaneously","processing","simultaneously processing"
"processing","power","processing power"
"power","magnitude","power magnitude"
"magnitude","competitors","magnitude competitors"
"competitors","whilst","competitors whilst"
"whilst","rivals","whilst rivals"
"rivals","similar","rivals similar"
"similar","technology","similar technology"
"technology","sonys","technology sonys"
"sonys","advanced","sonys advanced"
"advanced","speed","advanced speed"
"speed","computer","speed computer"
"computer","memory","computer memory"
"memory","slowly","memory slowly"
"slowly","increasing","slowly increasing"
"increasing","memory","increasing memory"
"memory","technology","memory technology"
"technology","accompanies","technology accompanies"
"accompanies","cell","accompanies cell"
"cell","huge","cell huge"
"huge","leap","huge leap"
"leap","performance","leap performance"
"performance","technology","performance technology"
"technology","called","technology called"
"called","xdr","called xdr"
"xdr","created","xdr created"
"created","american","created american"
"american","firm","american firm"
"firm","rambus","firm rambus"
"rambus","memory","rambus memory"
"memory","run","memory run"
"run","times","run times"
"times","faster","times faster"
"faster","current","faster current"
"current","standard","current standard"
"standard","promoted","standard promoted"
"promoted","intel","promoted intel"
"intel","technology","intel technology"
"technology","cells","technology cells"
"cells","role","cells role"
"role","imminent","role imminent"
"imminent","war","imminent war"
"war","living","war living"
"living","trend","living trend"
"trend","predicted","trend predicted"
"predicted","convergence","predicted convergence"
"convergence","computers","convergence computers"
"computers","home","computers home"
"home","entertainment","home entertainment"
"entertainment","devices","entertainment devices"
"devices","dvd","devices dvd"
"dvd","players","dvd players"
"players","hifis","players hifis"
"hifis","companies","hifis companies"
"companies","microsoft","companies microsoft"
"microsoft","sony","microsoft sony"
"sony","money","sony money"
"money","putting","money putting"
"putting","computer","putting computer"
"computer","underneath","computer underneath"
"underneath","tv","underneath tv"
"tv","household","tv household"
"household","offering","household offering"
"offering","services","offering services"
"services","music","services music"
"music","video","music video"
"video","downloads","video downloads"
"downloads","giving","downloads giving"
"giving","individual","giving individual"
"individual","access","individual access"
"access","media","access media"
"media","microsoft","media microsoft"
"microsoft","tactical","microsoft tactical"
"tactical","move","tactical move"
"move","windows","move windows"
"windows","media","windows media"
"media","center","media center"
"center","software","center software"
"software","adopted","software adopted"
"adopted","pc","adopted pc"
"pc","makers","pc makers"
"makers","sony","makers sony"
"sony","stab","sony stab"
"stab","similar","stab similar"
"similar","psx","similar psx"
"psx","variation","psx variation"
"variation","playstation","variation playstation"
"playstation","japan","playstation japan"
"japan","attempt","japan attempt"
"attempt","failure","attempt failure"
"failure","companies","failure companies"
"companies","increasing","companies increasing"
"increasing","capabilities","increasing capabilities"
"capabilities","games","capabilities games"
"games","consoles","games consoles"
"consoles","powerful","consoles powerful"
"powerful","pcs","powerful pcs"
"pcs","technology","pcs technology"
"technology","accessible","technology accessible"
"accessible","persuade","accessible persuade"
"persuade","buyers","persuade buyers"
"buyers","pride","buyers pride"
"pride","video","pride video"
"video","rack","video rack"
"rack","sony","rack sony"
"sony","ibm","sony ibm"
"ibm","dominance","ibm dominance"
"dominance","pc","dominance pc"
"pc","market","pc market"
"market","enjoyed","market enjoyed"
"enjoyed","microsoft","enjoyed microsoft"
"microsoft","intel","microsoft intel"
"intel","allowed","intel allowed"
"allowed","extend","allowed extend"
"extend","market","extend market"
"market","creating","market creating"
"creating","radically","creating radically"
"radically","architecture","radically architecture"
"architecture","architecture","architecture architecture"
"architecture","games","architecture games"
"games","console","games console"
"console","huge","console huge"
"huge","seller","huge seller"
"seller","hope","seller hope"
"hope","cell","hope cell"
"cell","processor","cell processor"
"processor","dominant","processor dominant"
"dominant","technology","dominant technology"
"technology","living","technology living"
"living","shutting","living shutting"
"shutting","rivals","shutting rivals"
"rivals","established","rivals established"
"established","tv","established tv"
"tv","doubt","tv doubt"
"doubt","hope","doubt hope"
"hope","base","hope base"
"base","camp","base camp"
"camp","extend","camp extend"
"extend","traditional","extend traditional"
"traditional","pcs","traditional pcs"
"pcs","instigate","pcs instigate"
"instigate","regime","instigate regime"
"regime","change","regime change"
"change","desktop","change desktop"
"desktop","cell","desktop cell"
"cell","specifically","cell specifically"
"specifically","designed","specifically designed"
"designed","deployed","designed deployed"
"deployed","house","deployed house"
"house","links","house links"
"links","multiple","links multiple"
"multiple","processors","multiple processors"
"processors","extended","processors extended"
"extended","reach","extended reach"
"reach","cell","reach cell"
"cell","processors","cell processors"
"processors","systems","processors systems"
"systems","sony","systems sony"
"sony","hopes","sony hopes"
"hopes","cells","hopes cells"
"cells","televisions","cells televisions"
"televisions","kitchen","televisions kitchen"
"kitchen","appliances","kitchen appliances"
"appliances","sort","appliances sort"
"sort","computer","sort computer"
"computer","chip","computer chip"
"chip","cell","chip cell"
"cell","linked","cell linked"
"linked","creating","linked creating"
"creating","vast","creating vast"
"vast","home","vast home"
"home","network","home network"
"network","computing","network computing"
"computing","power","computing power"
"power","resources","power resources"
"resources","cells","resources cells"
"cells","house","cells house"
"house","pooled","house pooled"
"pooled","provide","pooled provide"
"provide","power","provide power"
"power","links","power links"
"links","enable","links enable"
"enable","devices","enable devices"
"devices","talk","devices talk"
"talk","programme","talk programme"
"programme","microwave","programme microwave"
"microwave","tv","microwave tv"
"tv","digital","tv digital"
"digital","home","digital home"
"home","future","home future"
"future","depends","future depends"
"depends","widespread","depends widespread"
"widespread","adoption","widespread adoption"
"adoption","cell","adoption cell"
"cell","processor","cell processor"
"processor","reasons","processor reasons"
"reasons","fail","reasons fail"
"fail","processor","fail processor"
"processor","requires","processor requires"
"requires","programmers","requires programmers"
"programmers","learn","programmers learn"
"learn","writing","learn writing"
"writing","software","writing software"
"software","changeover","software changeover"
"changeover","simply","changeover simply"
"simply","difficult","simply difficult"
"difficult","master","difficult master"
"master","guarantee","master guarantee"
"guarantee","microsoft","guarantee microsoft"
"microsoft","intel","microsoft intel"
"intel","sit","intel sit"
"sit","cell","sit cell"
"cell","home","cell home"
"home","computing","home computing"
"computing","fight","computing fight"
"fight","microsoft","fight microsoft"
"microsoft","pushing","microsoft pushing"
"pushing","xbox","pushing xbox"
"xbox","hard","xbox hard"
"hard","technology","hard technology"
"technology","sonys","technology sonys"
"sonys","tree","sonys tree"
"tree","christmas","tree christmas"
"christmas","intel","christmas intel"
"intel","furiously","intel furiously"
"furiously","designs","furiously designs"
"designs","address","designs address"
"address","current","address current"
"current","chips","current chips"
"chips","create","chips create"
"create","rival","create rival"
"rival","technology","rival technology"
"technology","cell","technology cell"
"cell","doesnt","cell doesnt"
"doesnt","lose","doesnt lose"
"lose","desktop","lose desktop"
"desktop","pc","desktop pc"
"pc","dominance","pc dominance"
"dominance","cell","dominance cell"
"cell","succeeds","cell succeeds"
"succeeds","living","succeeds living"
"living","technology","living technology"
"technology","choice","technology choice"
"choice","provide","choice provide"
"provide","jumpstart","provide jumpstart"
"jumpstart","digital","jumpstart digital"
"digital","home","digital home"
"home","future","home future"
"future","revolution","future revolution"
"revolution","televised","revolution televised"
"televised","played","televised played"
"played","videogame","played videogame"
"videogame","controller","videogame controller"
"controller","playstation","controller playstation"
"playstation","processor","playstation processor"
"processor","unveiled","processor unveiled"
"unveiled","cell","unveiled cell"
"cell","processor","cell processor"
"processor","drive","processor drive"
"drive","sonys","drive sonys"
"sonys","playstation","sonys playstation"
"playstation","run","playstation run"
"run","times","run times"
"times","faster","times faster"
"faster","current","faster current"
"current","pc","current pc"
"pc","chips","pc chips"
"chips","designers","chips designers"
"designers","sony","designers sony"
"sony","ibm","sony ibm"
"ibm","toshiba","ibm toshiba"
"toshiba","cell","toshiba cell"
"cell","processor","cell processor"
"processor","unveiled","processor unveiled"
"unveiled","chip","unveiled chip"
"chip","monday","chip monday"
"monday","designed","monday designed"
"designed","graphics","designed graphics"
"graphics","workstations","graphics workstations"
"workstations","playstation","workstations playstation"
"playstation","console","playstation console"
"console","supercomputer","console supercomputer"
"supercomputer","chip","supercomputer chip"
"chip","chip","chip chip"
"chip","run","chip run"
"run","speeds","run speeds"
"speeds","ghz","speeds ghz"
"ghz","firms","ghz firms"
"firms","comparison","firms comparison"
"comparison","rival","comparison rival"
"rival","chip","rival chip"
"chip","maker","chip maker"
"maker","intels","maker intels"
"intels","fastest","intels fastest"
"fastest","processor","fastest processor"
"processor","runs","processor runs"
"runs","ghz","runs ghz"
"ghz","details","ghz details"
"details","chip","details chip"
"chip","released","chip released"
"released","international","released international"
"international","solid","international solid"
"solid","circuits","solid circuits"
"circuits","conference","circuits conference"
"conference","san","conference san"
"san","francisco","san francisco"
"francisco","processor","francisco processor"
"processor","set","processor set"
"set","ignite","set ignite"
"ignite","fresh","ignite fresh"
"fresh","battle","fresh battle"
"battle","intel","battle intel"
"intel","cell","intel cell"
"cell","consortium","cell consortium"
"consortium","processor","consortium processor"
"processor","sits","processor sits"
"sits","centre","sits centre"
"centre","digital","centre digital"
"digital","products","digital products"
"products","playstation","products playstation"
"playstation","expected","playstation expected"
"expected","toshiba","expected toshiba"
"toshiba","plans","toshiba plans"
"plans","incorporate","plans incorporate"
"incorporate","highend","incorporate highend"
"highend","televisions","highend televisions"
"televisions","ibm","televisions ibm"
"ibm","sell","ibm sell"
"sell","workstation","sell workstation"
"workstation","chip","workstation chip"
"chip","starting","chip starting"
"starting","cell","starting cell"
"cell","comprised","cell comprised"
"comprised","computing","comprised computing"
"computing","engines","computing engines"
"engines","cores","engines cores"
"cores","core","cores core"
"core","based","core based"
"based","ibms","based ibms"
"ibms","power","ibms power"
"power","architecture","power architecture"
"architecture","controls","architecture controls"
"controls","synergistic","controls synergistic"
"synergistic","processing","synergistic processing"
"processing","centres","processing centres"
"centres","simultaneously","centres simultaneously"
"simultaneously","carry","simultaneously carry"
"carry","instruction","carry instruction"
"instruction","sequences","instruction sequences"
"sequences","compared","sequences compared"
"compared","current","compared current"
"current","intel","current intel"
"intel","chips","intel chips"
"chips","intel","chips intel"
"intel","advanced","intel advanced"
"advanced","micro","advanced micro"
"micro","devices","micro devices"
"devices","plan","devices plan"
"plan","release","plan release"
"release","multicore","release multicore"
"multicore","chips","multicore chips"
"chips","increase","chips increase"
"increase","instructions","increase instructions"
"instructions","executed","instructions executed"
"executed","cells","executed cells"
"cells","specifications","cells specifications"
"specifications","suggest","specifications suggest"
"suggest","playstation","suggest playstation"
"playstation","offer","playstation offer"
"offer","significant","offer significant"
"significant","boost","significant boost"
"boost","graphics","boost graphics"
"graphics","capabilities","graphics capabilities"
"capabilities","analysts","capabilities analysts"
"analysts","cautioned","analysts cautioned"
"cautioned","features","cautioned features"
"features","product","features product"
"product","announcement","product announcement"
"announcement","systems","announcement systems"
"systems","technology","systems technology"
"technology","components","technology components"
"components","steve","components steve"
"steve","kleynhans","steve kleynhans"
"kleynhans","analyst","kleynhans analyst"
"analyst","meta","analyst meta"
"meta","vision","meta vision"
"vision","vision","vision vision"
"vision","sell","vision sell"
"sell","reality","sell reality"
"reality","levels","reality levels"
"levels","chain","levels chain"
"chain","playstation","chain playstation"
"playstation","massmarket","playstation massmarket"
"massmarket","product","massmarket product"
"product","cell","product cell"
"cell","chips","cell chips"
"chips","designers","chips designers"
"designers","flexible","designers flexible"
"flexible","architecture","flexible architecture"
"architecture","means","architecture means"
"means","wide","means wide"
"wide","range","wide range"
"range","applications","range applications"
"applications","servers","applications servers"
"servers","mobile","servers mobile"
"mobile","phones","mobile phones"
"phones","initial","phones initial"
"initial","devices","initial devices"
"devices","games","devices games"
"games","console","games console"
"console","version","console version"
"version","cell","version cell"
"cell","run","cell run"
"run","hot","run hot"
"hot","cooling","hot cooling"
"cooling","fan","cooling fan"
"fan","marketing","fan marketing"
"marketing","speak","marketing speak"
"speak","describes","speak describes"
"describes","chip","describes chip"
"chip","supercomputer","chip supercomputer"
"supercomputer","remains","supercomputer remains"
"remains","significantly","remains significantly"
"significantly","slower","significantly slower"
"slower","slowest","slower slowest"
"slowest","computer","slowest computer"
"computer","list","computer list"
"list","worlds","list worlds"
"worlds","top","worlds top"
"top","supercomputers","top supercomputers"
"supercomputers","ibm","supercomputers ibm"
"ibm","cell","ibm cell"
"cell","os","cell os"
"os","neutral","os neutral"
"neutral","support","neutral support"
"support","multiple","support multiple"
"multiple","operating","multiple operating"
"operating","systems","operating systems"
"systems","simultaneously","systems simultaneously"
"simultaneously","designers","simultaneously designers"
"designers","confirm","designers confirm"
"confirm","microsofts","confirm microsofts"
"microsofts","windows","microsofts windows"
"windows","tested","windows tested"
"tested","chip","tested chip"
"chip","cell","chip cell"
"cell","challenge","cell challenge"
"challenge","intels","challenge intels"
"intels","range","intels range"
"range","chips","range chips"
"chips","marketplace","chips marketplace"
"marketplace","inside","marketplace inside"
"inside","pcs","inside pcs"
"pcs","predominantly","pcs predominantly"
"predominantly","run","predominantly run"
"run","windows","run windows"
"windows","consumer","windows consumer"
"consumer","concern","consumer concern"
"concern","rfid","concern rfid"
"rfid","tags","rfid tags"
"tags","consumers","tags consumers"
"consumers","concerned","consumers concerned"
"concerned","radio","concerned radio"
"radio","frequency","radio frequency"
"frequency","id","frequency id"
"id","rfid","id rfid"
"rfid","tags","rfid tags"
"tags","shops","tags shops"
"shops","survey","shops survey"
"survey","half","survey half"
"half","people","half people"
"people","surveyed","people surveyed"
"surveyed","privacy","surveyed privacy"
"privacy","worries","privacy worries"
"worries","tags","worries tags"
"tags","monitor","tags monitor"
"monitor","stock","monitor stock"
"stock","shelves","stock shelves"
"shelves","warehouses","shelves warehouses"
"warehouses","consumer","warehouses consumer"
"consumer","expressed","consumer expressed"
"expressed","concern","expressed concern"
"concern","tags","concern tags"
"tags","monitor","tags monitor"
"monitor","shoppers","monitor shoppers"
"shoppers","left","shoppers left"
"left","shops","left shops"
"shops","purchases","shops purchases"
"purchases","survey","purchases survey"
"survey","awareness","survey awareness"
"awareness","tags","awareness tags"
"tags","consumers","tags consumers"
"consumers","europe","consumers europe"
"europe","low","europe low"
"low","survey","low survey"
"survey","consumers","survey consumers"
"consumers","uk","consumers uk"
"uk","france","uk france"
"france","germany","france germany"
"germany","netherlands","germany netherlands"
"netherlands","carried","netherlands carried"
"carried","consultancy","carried consultancy"
"consultancy","capgemini","consultancy capgemini"
"capgemini","firm","capgemini firm"
"firm","behalf","firm behalf"
"behalf","firms","behalf firms"
"firms","seeking","firms seeking"
"seeking","promote","seeking promote"
"promote","growth","promote growth"
"growth","rfid","growth rfid"
"rfid","technology","rfid technology"
"technology","tags","technology tags"
"tags","combination","tags combination"
"combination","computer","combination computer"
"computer","chip","computer chip"
"chip","antenna","chip antenna"
"antenna","read","antenna read"
"read","scanner","read scanner"
"scanner","item","scanner item"
"item","unique","item unique"
"unique","identification","unique identification"
"identification","half","identification half"
"half","respondents","half respondents"
"respondents","concerned","respondents concerned"
"concerned","concerned","concerned concerned"
"concerned","rfid","concerned rfid"
"rfid","tags","rfid tags"
"tags","businesses","tags businesses"
"businesses","track","businesses track"
"track","consumers","track consumers"
"consumers","product","consumers product"
"product","purchases","product purchases"
"purchases","fifty","purchases fifty"
"fifty","percent","fifty percent"
"percent","people","percent people"
"people","worried","people worried"
"worried","rfid","worried rfid"
"rfid","tags","rfid tags"
"tags","data","tags data"
"data","freely","data freely"
"freely","parties","freely parties"
"parties","ard","parties ard"
"ard","jan","ard jan"
"jan","vetham","jan vetham"
"vetham","capgeminis","vetham capgeminis"
"capgeminis","principal","capgeminis principal"
"principal","consultant","principal consultant"
"consultant","rfid","consultant rfid"
"rfid","survey","rfid survey"
"survey","retailers","survey retailers"
"retailers","inform","retailers inform"
"inform","educate","inform educate"
"educate","people","educate people"
"people","rfid","people rfid"
"rfid","accepted","rfid accepted"
"accepted","technology","accepted technology"
"technology","acceptance","technology acceptance"
"acceptance","technologies","acceptance technologies"
"technologies","tipping","technologies tipping"
"tipping","consumers","tipping consumers"
"consumers","benefits","consumers benefits"
"benefits","outweigh","benefits outweigh"
"outweigh","concerns","outweigh concerns"
"concerns","rfid","concerns rfid"
"rfid","approach","rfid approach"
"approach","ongoing","approach ongoing"
"ongoing","communication","ongoing communication"
"communication","consumers","communication consumers"
"consumers","industry","consumers industry"
"industry","reach","industry reach"
"reach","survey","reach survey"
"survey","people","survey people"
"people","accept","people accept"
"accept","rfid","accept rfid"
"rfid","technology","rfid technology"
"technology","reduction","technology reduction"
"reduction","car","reduction car"
"car","theft","car theft"
"theft","faster","theft faster"
"faster","recovery","faster recovery"
"recovery","stolen","recovery stolen"
"stolen","items","stolen items"
"items","tags","items tags"
"tags","tesco","tags tesco"
"tesco","distribution","tesco distribution"
"distribution","centre","distribution centre"
"centre","uk","centre uk"
"uk","tags","uk tags"
"tags","rapid","tags rapid"
"rapid","inventory","rapid inventory"
"inventory","bulk","inventory bulk"
"bulk","items","bulk items"
"items","passcard","items passcard"
"passcard","toll","passcard toll"
"toll","midlands","toll midlands"
"midlands","uk","midlands uk"
"uk","vetham","uk vetham"
"vetham","majority","vetham majority"
"majority","people","majority people"
"people","surveyed","people surveyed"
"surveyed","believed","surveyed believed"
"believed","rfid","believed rfid"
"rfid","tags","rfid tags"
"tags","read","tags read"
"read","distance","read distance"
"distance","misconception","distance misconception"
"misconception","based","misconception based"
"based","lack","based lack"
"lack","awareness","lack awareness"
"awareness","technology","awareness technology"
"technology","consumer","technology consumer"
"consumer","consumers","consumer consumers"
"consumers","supermarket","consumers supermarket"
"supermarket","privacy","supermarket privacy"
"privacy","invasion","privacy invasion"
"invasion","numbering","invasion numbering"
"numbering","caspian","numbering caspian"
"caspian","claimed","caspian claimed"
"claimed","rfid","claimed rfid"
"rfid","chips","rfid chips"
"chips","secretly","chips secretly"
"secretly","identify","secretly identify"
"identify","people","identify people"
"people","carrying","people carrying"
"carrying","wearing","carrying wearing"
"wearing","kinds","wearing kinds"
"kinds","personal","kinds personal"
"personal","belongings","personal belongings"
"belongings","including","belongings including"
"including","clothes","including clothes"
"clothes","constantly","clothes constantly"
"constantly","broadcast","constantly broadcast"
"broadcast","messages","broadcast messages"
"messages","whereabouts","messages whereabouts"
"whereabouts","owners","whereabouts owners"
"owners","warned","owners warned"
"warned","mobiles","warned mobiles"
"mobiles","media","mobiles media"
"media","players","media players"
"players","mobiles","players mobiles"
"mobiles","ready","mobiles ready"
"ready","allsinging","ready allsinging"
"allsinging","alldancing","allsinging alldancing"
"alldancing","multimedia","alldancing multimedia"
"multimedia","devices","multimedia devices"
"devices","replace","devices replace"
"replace","portable","replace portable"
"portable","media","portable media"
"media","players","media players"
"players","reports","players reports"
"reports","moves","reports moves"
"moves","bring","moves bring"
"bring","music","bring music"
"music","download","music download"
"download","services","download services"
"services","mobiles","services mobiles"
"mobiles","people","mobiles people"
"people","trade","people trade"
"trade","multimedia","trade multimedia"
"multimedia","services","multimedia services"
"services","size","services size"
"size","battery","size battery"
"battery","life","battery life"
"life","jupiter","life jupiter"
"jupiter","separate","jupiter separate"
"separate","study","separate study"
"study","gartner","study gartner"
"gartner","realtime","gartner realtime"
"realtime","tv","realtime tv"
"tv","broadcasts","tv broadcasts"
"broadcasts","mobiles","broadcasts mobiles"
"mobiles","europe","mobiles europe"
"europe","technical","europe technical"
"technical","issues","technical issues"
"issues","standards","issues standards"
"standards","resolved","standards resolved"
"resolved","report","resolved report"
"report","batteries","report batteries"
"batteries","cope","batteries cope"
"cope","services","cope services"
"services","operators","services operators"
"operators","offer","operators offer"
"offer","video","offer video"
"video","playback","video playback"
"playback","video","playback video"
"video","messaging","video messaging"
"messaging","megapixel","messaging megapixel"
"megapixel","cameras","megapixel cameras"
"cameras","games","cameras games"
"games","bringing","games bringing"
"bringing","music","bringing music"
"music","download","music download"
"download","services","download services"
"services","based","services based"
"based","success","based success"
"success","computerbased","success computerbased"
"computerbased","download","computerbased download"
"download","services","download services"
"services","demands","services demands"
"demands","battery","demands battery"
"battery","life","battery life"
"life","fifty","life fifty"
"fifty","percent","fifty percent"
"percent","europeans","percent europeans"
"europeans","size","europeans size"
"size","mobile","size mobile"
"mobile","factor","mobile factor"
"factor","choosing","factor choosing"
"choosing","phone","choosing phone"
"phone","power","phone power"
"power","demands","power demands"
"demands","tend","demands tend"
"tend","larger","tend larger"
"larger","handsets","larger handsets"
"handsets","mobile","handsets mobile"
"mobile","phone","mobile phone"
"phone","music","phone music"
"music","services","music services"
"services","positioned","services positioned"
"positioned","compete","positioned compete"
"compete","pc","compete pc"
"pc","music","pc music"
"music","experience","music experience"
"experience","handsets","experience handsets"
"handsets","ready","handsets ready"
"ready","thomas","ready thomas"
"thomas","husson","thomas husson"
"husson","mobile","husson mobile"
"mobile","analyst","mobile analyst"
"analyst","jupiter","analyst jupiter"
"jupiter","research","jupiter research"
"research","mobile","research mobile"
"mobile","music","mobile music"
"music","services","music services"
"services","enable","services enable"
"enable","operators","enable operators"
"operators","differentiate","operators differentiate"
"differentiate","brands","differentiate brands"
"brands","support","brands support"
"support","generation","support generation"
"generation","network","generation network"
"network","launches","network launches"
"launches","facing","launches facing"
"facing","mobile","facing mobile"
"mobile","music","mobile music"
"music","include","music include"
"include","limited","include limited"
"limited","storage","limited storage"
"storage","phones","storage phones"
"phones","compared","phones compared"
"compared","portable","compared portable"
"portable","players","portable players"
"players","hold","players hold"
"hold","gb","hold gb"
"gb","music","gb music"
"music","mobile","music mobile"
"mobile","industry","mobile industry"
"industry","keen","industry keen"
"keen","music","keen music"
"music","downloading","music downloading"
