"X1","X2","bigram","label"
"parody","party","parody party","politics"
"party","left","party left","politics"
"left","kilroysilk","left kilroysilk","politics"
"kilroysilk","quit","kilroysilk quit","politics"
"quit","ukip","quit ukip","politics"
"ukip","tension","ukip tension","politics"
"tension","vied","tension vied","politics"
"vied","unsuccessfully","vied unsuccessfully","politics"
"unsuccessfully","leadership","unsuccessfully leadership","politics"
"leadership","party","leadership party","politics"
"party","ashamed","party ashamed","politics"
"ashamed","ukip","ashamed ukip","politics"
"ukip","leadership","ukip leadership","politics"
"leadership","awol","leadership awol","politics"
"awol","opportunity","awol opportunity","politics"
"opportunity","offered","opportunity offered","politics"
"offered","junes","offered junes","politics"
"junes","european","junes european","politics"
"european","elections","european elections","politics"
"elections","ukip","elections ukip","politics"
"ukip","british","ukip british","politics"
"british","people","british people","politics"
"people","standing","people standing","politics"
"standing","election","standing election","politics"
"election","leading","election leading","politics"
"leading","vigorous","leading vigorous","politics"
"vigorous","campaign","vigorous campaign","politics"
"campaign","unlike","campaign unlike","politics"
"unlike","parties","unlike parties","politics"
"parties","honest","parties honest","politics"
"honest","straight","honest straight","politics"
"straight","hockney","straight hockney","politics"
"hockney","left","hockney left","politics"
"left","ukip","left ukip","politics"
"ukip","kilroysilk","ukip kilroysilk","politics"
"kilroysilk","deliver","kilroysilk deliver","politics"
"deliver","leader","deliver leader","politics"
"leader","eurosceptic","leader eurosceptic","politics"
"eurosceptic","party","eurosceptic party","politics"
"party","spokesman","party spokesman","politics"
"spokesman","ukip","spokesman ukip","politics"
"ukip","called","ukip called","politics"
"called","hockney","called hockney","politics"
"hockney","quit","hockney quit","politics"
"quit","london","quit london","politics"
"london","assembly","london assembly","politics"
"assembly","party","assembly party","politics"
"party","asserts","party asserts","politics"
"asserts","hockney","asserts hockney","politics"
"hockney","moral","hockney moral","politics"
"moral","obligation","moral obligation","politics"
"obligation","legal","obligation legal","politics"
"legal","stand","legal stand","politics"
"stand","leader","stand leader","politics"
"leader","roger","leader roger","politics"
"roger","knapman","roger knapman","politics"
"knapman","glad","knapman glad","politics"
"glad","kilroysilk","glad kilroysilk","politics"
"kilroysilk","remarkable","kilroysilk remarkable","politics"
"remarkable","ability","remarkable ability","politics"
"ability","influence","ability influence","politics"
"influence","people","influence people","politics"
"people","sadly","people sadly","politics"
"sadly","european","sadly european","politics"
"european","election","european election","politics"
"election","robert","election robert","politics"
"robert","kilroysilk","robert kilroysilk","politics"
"kilroysilk","party","kilroysilk party","politics"
"party","uk","party uk","politics"
"uk","independence","uk independence","politics"
"independence","party","independence party","politics"
"party","nice","party nice","politics"
"nice","knowing","nice knowing","politics"
"knowing","goodbye","knowing goodbye","politics"
"goodbye","ukip","goodbye ukip","politics"
"ukip","officials","ukip officials","politics"
"officials","argue","officials argue","politics"
"argue","kilroysilk","argue kilroysilk","politics"
"kilroysilk","straightforward","kilroysilk straightforward","politics"
"straightforward","attacking","straightforward attacking","politics"
"attacking","party","attacking party","politics"
"party","lead","party lead","politics"
"lead","veritas","lead veritas","politics"
"veritas","bnp","veritas bnp","politics"
"bnp","expensive","bnp expensive","politics"
"expensive","suit","expensive suit","politics"
"suit","robert","suit robert","politics"
"robert","kilroysilk","robert kilroysilk","politics"
"kilroysilk","claiming","kilroysilk claiming","politics"
"claiming","veritas","claiming veritas","politics"
"veritas","party","veritas party","politics"
"party","doesnt","party doesnt","politics"
"doesnt","lies","doesnt lies","politics"
"lies","spin","lies spin","politics"
"spin","truth","spin truth","politics"
"truth","matter","truth matter","politics"
"matter","completely","matter completely","politics"
"completely","useless","completely useless","politics"
"useless","due","useless due","politics"
"due","proportional","due proportional","politics"
"proportional","representation","proportional representation","politics"
"representation","chance","representation chance","politics"
"chance","veritas","chance veritas","politics"
"veritas","chance","veritas chance","politics"
"chance","claiming","chance claiming","politics"
"claiming","power","claiming power","politics"
"power","change","power change","politics"
"change","twohorse","change twohorse","politics"
"twohorse","race","twohorse race","politics"
"race","trend","race trend","politics"
"trend","opinion","trend opinion","politics"
"opinion","publicity","opinion publicity","politics"
"publicity","stunt","publicity stunt","politics"
"stunt","smokescreen","stunt smokescreen","politics"
"smokescreen","antiislamism","smokescreen antiislamism","politics"
"antiislamism","slurs","antiislamism slurs","politics"
"slurs","sacked","slurs sacked","politics"
"sacked","television","sacked television","politics"
"television","views","television views","politics"
"views","immigration","views immigration","politics"
"immigration","shared","immigration shared","politics"
"shared","time","shared time","politics"
"time","uk","time uk","politics"
"uk","government","uk government","politics"
"government","ceased","government ceased","politics"
"ceased","paper","ceased paper","politics"
"paper","tiger","paper tiger","politics"
"tiger","issue","tiger issue","politics"
"issue","addition","issue addition","politics"
"addition","ashfield","addition ashfield","politics"
"ashfield","constituent","ashfield constituent","politics"
"constituent","kilroy","constituent kilroy","politics"
"kilroy","silk","kilroy silk","politics"
"silk","opposing","silk opposing","politics"
"opposing","geoff","opposing geoff","politics"
"geoff","hoon","geoff hoon","politics"
"hoon","parties","hoon parties","politics"
"parties","splintering","parties splintering","politics"
"splintering","parties","splintering parties","politics"
"parties","left","parties left","politics"
"left","hope","left hope","politics"
"hope","kilroysilk","hope kilroysilk","politics"
"kilroysilk","ukip","kilroysilk ukip","politics"
"ukip","eurosceptic","ukip eurosceptic","politics"
"eurosceptic","wing","eurosceptic wing","politics"
"wing","tory","wing tory","politics"
"tory","party","tory party","politics"
"party","fade","party fade","politics"
"fade","obscurity","fade obscurity","politics"
"obscurity","truth","obscurity truth","politics"
"truth","debate","truth debate","politics"
"debate","europe","debate europe","politics"
"europe","benefit","europe benefit","politics"
"benefit","enormously","benefit enormously","politics"
"enormously","membership","enormously membership","politics"
"membership","eu","membership eu","politics"
"eu","heart","eu heart","politics"
"heart","europe","heart europe","politics"
"europe","leading","europe leading","politics"
"leading","driving","leading driving","politics"
"driving","country","driving country","politics"
"country","running","country running","politics"
"running","mouth","running mouth","politics"
"mouth","trousers","mouth trousers","politics"
"trousers","clown","trousers clown","politics"
"clown","trouble","clown trouble","politics"
"trouble","votes","trouble votes","politics"
"votes","collects","votes collects","politics"
"collects","helping","collects helping","politics"
"helping","labour","helping labour","politics"
"labour","term","labour term","politics"
"term","kilroysilk","term kilroysilk","politics"
"kilroysilk","ukip","kilroysilk ukip","politics"
"ukip","antieuropean","ukip antieuropean","politics"
"antieuropean","policies","antieuropean policies","politics"
"policies","relevance","policies relevance","politics"
"relevance","middle","relevance middle","politics"
"middle","england","middle england","politics"
"england","party","england party","politics"
"party","gain","party gain","politics"
"gain","support","gain support","politics"
"support","rightwing","support rightwing","politics"
"rightwing","england","rightwing england","politics"
"england","impact","england impact","politics"
"impact","wales","impact wales","politics"
"wales","scotland","wales scotland","politics"
"scotland","fighting","scotland fighting","politics"
"fighting","eurosceptic","fighting eurosceptic","politics"
"eurosceptic","parties","eurosceptic parties","politics"
"parties","slip","parties slip","politics"
"slip","people","slip people","politics"
"people","voting","people voting","politics"
"voting","real","voting real","politics"
"real","political","real political","politics"
"political","parties","political parties","politics"
"parties","address","parties address","politics"
"address","issue","address issue","politics"
"issue","england","issue england","politics"
"england","europe","england europe","politics"
"europe","survive","europe survive","politics"
"survive","people","survive people","politics"
"people","realise","people realise","politics"
"realise","rely","realise rely","politics"
"rely","usa","rely usa","politics"
"usa","forever","usa forever","politics"
"forever","impetus","forever impetus","politics"
"impetus","increasing","impetus increasing","politics"
"increasing","election","increasing election","politics"
"election","electorate","election electorate","politics"
"electorate","disillusioned","electorate disillusioned","politics"
"disillusioned","british","disillusioned british","politics"
"british","politics","british politics","politics"
"politics","kilroy","politics kilroy","politics"
"kilroy","agenda","kilroy agenda","politics"
"agenda","uk","agenda uk","politics"
"uk","ill","uk ill","politics"
"ill","voting","ill voting","politics"
"voting","ukip","voting ukip","politics"
"ukip","rks","ukip rks","politics"
"rks","representatives","rks representatives","politics"
"representatives","smallmindedness","representatives smallmindedness","politics"
"smallmindedness","lack","smallmindedness lack","politics"
"lack","vision","lack vision","politics"
"vision","humankind","vision humankind","politics"
"humankind","humanity","humankind humanity","politics"
"humanity","world","humanity world","politics"
"world","lie","world lie","politics"
"lie","scope","lie scope","politics"
"scope","peoples","scope peoples","politics"
"peoples","bickering","peoples bickering","politics"
"bickering","scheme","bickering scheme","politics"
"scheme","cares","scheme cares","politics"
"cares","petty","cares petty","politics"
"petty","tiff","petty tiff","politics"
"tiff","people","tiff people","politics"
"people","kilroy","people kilroy","politics"
"kilroy","switching","kilroy switching","politics"
"switching","horses","switching horses","politics"
"horses","midstream","horses midstream","politics"
"midstream","bad","midstream bad","politics"
"bad","mouthing","bad mouthing","politics"
"mouthing","steed","mouthing steed","politics"
"steed","halfway","steed halfway","politics"
"halfway","diminishes","halfway diminishes","politics"
"diminishes","credibility","diminishes credibility","politics"
"credibility","idea","credibility idea","politics"
"idea","political","idea political","politics"
"political","parties","political parties","politics"
"parties","born","parties born","politics"
"born","negative","born negative","politics"
"negative","feelings","negative feelings","politics"
"feelings","euroscepticism","feelings euroscepticism","politics"
"euroscepticism","british","euroscepticism british","politics"
"british","supremacy","british supremacy","politics"
"supremacy","nauseating","supremacy nauseating","politics"
"nauseating","hope","nauseating hope","politics"
"hope","public","hope public","politics"
"public","recognise","public recognise","politics"
"recognise","extremists","recognise extremists","politics"
"extremists","shun","extremists shun","politics"
"shun","polls","shun polls","politics"
"polls","ive","polls ive","politics"
"ive","kilroysilk","ive kilroysilk","politics"
"kilroysilk","selfpublicising","kilroysilk selfpublicising","politics"
"selfpublicising","egotist","selfpublicising egotist","politics"
"egotist","news","egotist news","politics"
"news","absolutely","news absolutely","politics"
"absolutely","alter","absolutely alter","politics"
"alter","opinion","alter opinion","politics"
"opinion","brilliant","opinion brilliant","politics"
"brilliant","time","brilliant time","politics"
"time","country","time country","politics"
"country","plausible","country plausible","politics"
"plausible","party","plausible party","politics"
"party","recent","party recent","politics"
"recent","bbc","recent bbc","politics"
"bbc","documentary","bbc documentary","politics"
"documentary","witnessed","documentary witnessed","politics"
"witnessed","disgraceful","witnessed disgraceful","politics"
"disgraceful","chauvinistic","disgraceful chauvinistic","politics"
"chauvinistic","behaviour","chauvinistic behaviour","politics"
"behaviour","senior","behaviour senior","politics"
"senior","ukip","senior ukip","politics"
"ukip","figures","ukip figures","politics"
"figures","understand","figures understand","politics"
"understand","kilroysilk","understand kilroysilk","politics"
"kilroysilk","feels","kilroysilk feels","politics"
"feels","embarrassed","feels embarrassed","politics"
"embarrassed","people","embarrassed people","politics"
"people","ukip","people ukip","politics"
"ukip","political","ukip political","politics"
"political","debate","political debate","politics"
"debate","support","debate support","politics"
"support","action","support action","politics"
"action","fantastic","action fantastic","politics"
"fantastic","news","fantastic news","politics"
"news","proeuropeans","news proeuropeans","politics"
"proeuropeans","worry","proeuropeans worry","politics"
"worry","conservatives","worry conservatives","politics"
"conservatives","confused","conservatives confused","politics"
"confused","mids","confused mids","politics"
"mids","extreme","mids extreme","politics"
"extreme","antieuropeans","extreme antieuropeans","politics"
"antieuropeans","fracturing","antieuropeans fracturing","politics"
"fracturing","splinter","fracturing splinter","politics"
"splinter","split","splinter split","politics"
"split","votes","split votes","politics"
"votes","local","votes local","politics"
"local","european","local european","politics"
"european","elections","european elections","politics"
"elections","robert","elections robert","politics"
"robert","kilroysilks","robert kilroysilks","politics"
"kilroysilks","ego","kilroysilks ego","politics"
"ego","vanity","ego vanity","politics"
"vanity","supporters","vanity supporters","politics"
"supporters","worst","supporters worst","politics"
"worst","enemy","worst enemy","politics"
"enemy","euroenthusiast","enemy euroenthusiast","politics"
"euroenthusiast","delighted","euroenthusiast delighted","politics"
"delighted","kilroysilks","delighted kilroysilks","politics"
"kilroysilks","behaviour","kilroysilks behaviour","politics"
"behaviour","party","behaviour party","politics"
"party","building","party building","politics"
"building","head","building head","politics"
"head","steam","head steam","politics"
"steam","exposed","steam exposed","politics"
"exposed","ridicule","exposed ridicule","politics"
"ridicule","attempting","ridicule attempting","politics"
"attempting","coupdetat","attempting coupdetat","politics"
"coupdetat","setting","coupdetat setting","politics"
"setting","business","setting business","politics"
"business","dividing","business dividing","politics"
"dividing","closer","dividing closer","politics"
"closer","straightdownthemiddle","closer straightdownthemiddle","politics"
"straightdownthemiddle","concerned","straightdownthemiddle concerned","politics"
"concerned","eventuality","concerned eventuality","politics"
"eventuality","sceptic","eventuality sceptic","politics"
"sceptic","parties","sceptic parties","politics"
"parties","exhaust","parties exhaust","politics"
"exhaust","energies","exhaust energies","politics"
"energies","fighting","energies fighting","politics"
"fighting","politician","fighting politician","politics"
"politician","ambitions","politician ambitions","politics"
"ambitions","lead","ambitions lead","politics"
"lead","party","lead party","politics"
"party","resorted","party resorted","politics"
"resorted","forming","resorted forming","politics"
"forming","purpose","forming purpose","politics"
"purpose","wed","purpose wed","politics"
"wed","ballot","wed ballot","politics"
"ballot","papers","ballot papers","politics"
"papers","mile","papers mile","politics"
"mile","youve","mile youve","politics"
"youve","hand","youve hand","politics"
"hand","kilroysilk","hand kilroysilk","politics"
"kilroysilk","sheer","kilroysilk sheer","politics"
"sheer","arrogance","sheer arrogance","politics"
"arrogance","supreme","arrogance supreme","politics"
"supreme","selfbelief","supreme selfbelief","politics"
"selfbelief","whilst","selfbelief whilst","politics"
"whilst","fan","whilst fan","politics"
"fan","kilroy","fan kilroy","politics"
"kilroy","agree","kilroy agree","politics"
"agree","comments","agree comments","politics"
"comments","ukip","comments ukip","politics"
"ukip","leadership","ukip leadership","politics"
"leadership","leaving","leadership leaving","politics"
"leaving","ukip","leaving ukip","politics"
"ukip","countless","ukip countless","politics"
"countless","opportunities","countless opportunities","politics"
"opportunities","lost","opportunities lost","politics"
"lost","discredit","lost discredit","politics"
"discredit","eu","discredit eu","politics"
"eu","people","eu people","politics"
"people","belonging","people belonging","politics"
"belonging","eu","belonging eu","politics"
"eu","means","eu means","politics"
"means","eus","means eus","politics"
"eus","comments","eus comments","politics"
"comments","michael","comments michael","politics"
"michael","howards","michael howards","politics"
"howards","plans","howards plans","politics"
"plans","reform","plans reform","politics"
"reform","immigration","reform immigration","politics"
"immigration","govern","immigration govern","politics"
"govern","country","govern country","politics"
"country","round","country round","politics"
"round","immigration","round immigration","politics"
"immigration","matter","immigration matter","politics"
"matter","eu","matter eu","politics"
"eu","individual","eu individual","politics"
"individual","sooner","individual sooner","politics"
"sooner","leave","sooner leave","politics"
"leave","corrupt","leave corrupt","politics"
"corrupt","superstate","corrupt superstate","politics"
"superstate","ironic","superstate ironic","politics"
"ironic","eurosceptic","ironic eurosceptic","politics"
"eurosceptic","kilroysilk","eurosceptic kilroysilk","politics"
"kilroysilk","latin","kilroysilk latin","politics"
"latin","party","latin party","politics"
"party","british","party british","politics"
"british","indicative","british indicative","politics"
"indicative","contradictory","indicative contradictory","politics"
"contradictory","vain","contradictory vain","politics"
"vain","pompous","vain pompous","politics"
"pompous","kilroysilk","pompous kilroysilk","politics"
"kilroysilk","british","kilroysilk british","politics"
"british","politics","british politics","politics"
"politics","pc","politics pc","politics"
"pc","result","pc result","politics"
"result","straight","result straight","politics"
"straight","talking","straight talking","politics"
"talking","honest","talking honest","politics"
"honest","strong","honest strong","politics"
"strong","politicians","strong politicians","politics"
"politicians","careers","politicians careers","politics"
"careers","people","careers people","politics"
"people","power","people power","politics"
"power","result","power result","politics"
"result","feel","result feel","politics"
"feel","democracy","feel democracy","politics"
"democracy","abused","democracy abused","politics"
"abused","stopped","abused stopped","politics"
"stopped","kilroysilk","stopped kilroysilk","politics"
"kilroysilk","lives","kilroysilk lives","politics"
"lives","half","lives half","politics"
"half","promises","half promises","politics"
"promises","vote","promises vote","politics"
"vote","honestly","vote honestly","politics"
"honestly","cares","honestly cares","politics"
"cares","tan","cares tan","politics"
"tan","leaves","tan leaves","politics"
"leaves","party","leaves party","politics"
"party","plan","party plan","politics"
"plan","set","plan set","politics"
"set","party","set party","politics"
"party","idea","party idea","politics"
"idea","kilroysilks","idea kilroysilks","politics"
"kilroysilks","east","kilroysilks east","politics"
"east","midlands","east midlands","politics"
"midlands","constituents","midlands constituents","politics"
"constituents","hope","constituents hope","politics"
"hope","voted","hope voted","politics"
"voted","proud","voted proud","politics"
"proud","charming","proud charming","politics"
"charming","vacuity","charming vacuity","politics"
"vacuity","feel","vacuity feel","politics"
"feel","insulted","feel insulted","politics"
"insulted","represent","insulted represent","politics"
"represent","european","represent european","politics"
"european","parliament","european parliament","politics"
"parliament","ukip","parliament ukip","politics"
"ukip","hard","ukip hard","politics"
"hard","accommodate","hard accommodate","politics"
"accommodate","robert","accommodate robert","politics"
"robert","kilroy","robert kilroy","politics"
"kilroy","silk","kilroy silk","politics"
"silk","control","silk control","politics"
"control","satisfy","control satisfy","politics"
"satisfy","keen","satisfy keen","politics"
"keen","complete","keen complete","politics"
"complete","control","complete control","politics"
"control","bound","control bound","politics"
"bound","fall","bound fall","politics"
"fall","foul","fall foul","politics"
"foul","ukips","foul ukips","politics"
"ukips","democratic","ukips democratic","politics"
"democratic","nature","democratic nature","politics"
"nature","kilroy","nature kilroy","politics"
"kilroy","communicator","kilroy communicator","politics"
"communicator","capable","communicator capable","politics"
"capable","politician","capable politician","politics"
"politician","lead","politician lead","politics"
"lead","ukip","lead ukip","politics"
"ukip","didnt","ukip didnt","politics"
"didnt","grow","didnt grow","politics"
"grow","left","grow left","politics"
"left","position","left position","politics"
"position","defend","position defend","politics"
"defend","gaffes","defend gaffes","politics"
"gaffes","media","gaffes media","politics"
"media","party","media party","politics"
"party","logical","party logical","politics"
"logical","step","logical step","politics"
"step","kilroy","step kilroy","politics"
"kilroy","luck","kilroy luck","politics"
"luck","amusing","luck amusing","politics"
"amusing","irrelevance","amusing irrelevance","politics"
"irrelevance","absolutely","irrelevance absolutely","politics"
"absolutely","chance","absolutely chance","politics"
"chance","parties","chance parties","politics"
"parties","communicating","parties communicating","politics"
"communicating","constructive","communicating constructive","politics"
"constructive","eurosceptic","constructive eurosceptic","politics"
"eurosceptic","argument","eurosceptic argument","politics"
"argument","play","argument play","politics"
"play","key","play key","politics"
"key","winning","key winning","politics"
"winning","country","winning country","politics"
"country","round","country round","politics"
"round","idea","round idea","politics"
"idea","reformed","idea reformed","politics"
"reformed","democratic","reformed democratic","politics"
"democratic","dynamic","democratic dynamic","politics"
"dynamic","europe","dynamic europe","politics"
"europe","union","europe union","politics"
"union","future","union future","politics"
"future","generations","future generations","politics"
"generations","ridiculousness","generations ridiculousness","politics"
"ridiculousness","refreshing","ridiculousness refreshing","politics"
"refreshing","robert","refreshing robert","politics"
"robert","honest","robert honest","politics"
"honest","straight","honest straight","politics"
"straight","politician","straight politician","politics"
"politician","claim","politician claim","politics"
"claim","suspicion","claim suspicion","politics"
"suspicion","talks","suspicion talks","politics"
"talks","larger","talks larger","politics"
"larger","electorate","larger electorate","politics"
"electorate","critics","electorate critics","politics"
"critics","voting","critics voting","politics"
"voting","electorate","voting electorate","politics"
"electorate","east","electorate east","politics"
"east","midlands","east midlands","politics"
"midlands","voted","midlands voted","politics"
"voted","kilroysilk","voted kilroysilk","politics"
"kilroysilk","ukip","kilroysilk ukip","politics"
"ukip","kilroysilk","ukip kilroysilk","politics"
"kilroysilk","mep","kilroysilk mep","politics"
"mep","position","mep position","politics"
"position","ukips","position ukips","politics"
"ukips","party","ukips party","politics"
"party","list","party list","politics"
"list","mandate","list mandate","politics"
"mandate","represent","mandate represent","politics"
"represent","resign","represent resign","politics"
"resign","european","resign european","politics"
"european","parliament","european parliament","politics"
"parliament","wouldnt","parliament wouldnt","politics"
"wouldnt","write","wouldnt write","politics"
"write","kilroysilk","write kilroysilk","politics"
"kilroysilk","hes","kilroysilk hes","politics"
"hes","clown","hes clown","politics"
"clown","band","clown band","politics"
"band","moment","band moment","politics"
"moment","hes","moment hes","politics"
"hes","populist","hes populist","politics"
"populist","dangerousthe","populist dangerousthe","politics"
"dangerousthe","enormous","dangerousthe enormous","politics"
"enormous","ego","enormous ego","politics"
"ego","current","ego current","politics"
"current","political","current political","politics"
"political","masters","political masters","politics"
"masters","factors","masters factors","politics"
"factors","success","factors success","politics"
"success","luck","success luck","politics"
"luck","kilroy","luck kilroy","politics"
"kilroy","harm","kilroy harm","politics"
"harm","party","harm party","politics"
"party","ukip","party ukip","politics"
"ukip","vote","ukip vote","politics"
"vote","base","vote base","politics"
"base","strong","base strong","politics"
"strong","parties","strong parties","politics"
"parties","successful","parties successful","politics"
"successful","moment","successful moment","politics"
"moment","ukip","moment ukip","politics"
"ukip","upper","ukip upper","politics"
"upper","hand","upper hand","politics"
"hand","veritas","hand veritas","politics"
"veritas","starting","veritas starting","politics"
"starting","square","starting square","politics"
"square","fighting","square fighting","politics"
"fighting","uphill","fighting uphill","politics"
"uphill","battle","uphill battle","politics"
"battle","found","battle found","politics"
"found","cringe","found cringe","politics"
"cringe","worthy","cringe worthy","politics"
"worthy","day","worthy day","politics"
"day","time","day time","politics"
"time","tv","time tv","politics"
"tv","countrys","tv countrys","politics"
"countrys","knight","countrys knight","politics"
"knight","shining","knight shining","politics"
"shining","armour","shining armour","politics"
"armour","expresses","armour expresses","politics"
"expresses","views","expresses views","politics"
"views","common","views common","politics"
"common","society","common society","politics"
"society","people","society people","politics"
"people","scared","people scared","politics"
"scared","express","scared express","politics"
"express","kilroy","express kilroy","politics"
"kilroy","silk","kilroy silk","politics"
"silk","secured","silk secured","politics"
"secured","vote","secured vote","politics"
"vote","whats","vote whats","politics"
"whats","forward","whats forward","politics"
"forward","day","forward day","politics"
"day","claims","day claims","politics"
"claims","victory","claims victory","politics"
"victory","wrecks","victory wrecks","politics"
"wrecks","eu","wrecks eu","politics"
"eu","rescues","eu rescues","politics"
"rescues","nation","rescues nation","politics"
"nation","hair","nation hair","politics"
"hair","tan","hair tan","politics"
"tan","perfect","tan perfect","politics"
"perfect","stuff","perfect stuff","politics"
"stuff","uk","stuff uk","politics"
"uk","dithers","uk dithers","politics"
"dithers","europe","dithers europe","politics"
"europe","richer","europe richer","politics"
"richer","ireland","richer ireland","politics"
"ireland","englishspeaking","ireland englishspeaking","politics"
"englishspeaking","country","englishspeaking country","politics"
"country","committed","country committed","politics"
"committed","europe","committed europe","politics"
"europe","send","europe send","politics"
"send","hardworking","send hardworking","politics"
"hardworking","immigrants","hardworking immigrants","politics"
"immigrants","economy","immigrants economy","politics"
"economy","europhiles","economy europhiles","politics"
"europhiles","pray","europhiles pray","politics"
"pray","main","pray main","politics"
"main","eurosceptic","main eurosceptic","politics"
"eurosceptic","party","eurosceptic party","politics"
"party","ukip","party ukip","politics"
"ukip","resolve","ukip resolve","politics"
"resolve","differences","resolve differences","politics"
"differences","kilroy","differences kilroy","politics"
"kilroy","united","kilroy united","politics"
"united","front","united front","politics"
"front","uk","front uk","politics"
"uk","public","uk public","politics"
"public","political","public political","politics"
"political","voice","political voice","politics"
"voice","europe","voice europe","politics"
"europe","multiple","europe multiple","politics"
"multiple","parties","multiple parties","politics"
"parties","view","parties view","politics"
"view","splits","view splits","politics"
"splits","vote","splits vote","politics"
"vote","goodness","vote goodness","politics"
"goodness","kilroysilk","goodness kilroysilk","politics"
"kilroysilk","ukip","kilroysilk ukip","politics"
"ukip","chance","ukip chance","politics"
"chance","election","chance election","politics"
"election","sad","election sad","politics"
"sad","britain","sad britain","politics"
"britain","regaining","britain regaining","politics"
"regaining","proper","regaining proper","politics"
"proper","relationship","proper relationship","politics"
"relationship","europe","relationship europe","politics"
"europe","damaged","europe damaged","politics"
"damaged","split","damaged split","politics"
"split","ukip","split ukip","politics"
"ukip","robert","ukip robert","politics"
"robert","kilroysilk","robert kilroysilk","politics"
"kilroysilk","offer","kilroysilk offer","politics"
"offer","split","offer split","politics"
"split","party","split party","politics"
"party","damaged","party damaged","politics"
"damaged","electoral","damaged electoral","politics"
"electoral","system","electoral system","politics"
"system","people","system people","politics"
"people","parties","people parties","politics"
"parties","hope","parties hope","politics"
"hope","representation","hope representation","politics"
"representation","summer","representation summer","politics"
"summer","ukip","summer ukip","politics"
"ukip","achieved","ukip achieved","politics"
"achieved","major","achieved major","politics"
"major","advance","major advance","politics"
"advance","partly","advance partly","politics"
"partly","partly","partly partly","politics"
"partly","due","partly due","politics"
"due","kilroysilk","due kilroysilk","politics"
"kilroysilk","shame","kilroysilk shame","politics"
"shame","dissipated","shame dissipated","politics"
"dissipated","infighting","dissipated infighting","politics"
"infighting","ukip","infighting ukip","politics"
"ukip","wide","ukip wide","politics"
"wide","platform","wide platform","politics"
"platform","policies","platform policies","politics"
"policies","withdrawal","policies withdrawal","politics"
"withdrawal","eu","withdrawal eu","politics"
"eu","kilroysilk","eu kilroysilk","politics"
"kilroysilk","conveniently","kilroysilk conveniently","politics"
"conveniently","ignores","conveniently ignores","politics"
"ignores","comments","ignores comments","politics"
"comments","surrounding","comments surrounding","politics"
"surrounding","launch","surrounding launch","politics"
"launch","party","launch party","politics"
"party","english","party english","politics"
"english","democrats","english democrats","politics"
"democrats","party","democrats party","politics"
"party","letting","party letting","politics"
"letting","join","letting join","politics"
"join","leadership","join leadership","politics"
"leadership","speaks","leadership speaks","politics"
"speaks","volumes","speaks volumes","politics"
"volumes","veritas","volumes veritas","politics"
"veritas","beginning","veritas beginning","politics"
"beginning","kilroysilk","beginning kilroysilk","politics"
"kilroysilk","believes","kilroysilk believes","politics"
"believes","truth","believes truth","politics"
"truth","democracy","truth democracy","politics"
"democracy","assembly","democracy assembly","politics"
"assembly","resign","assembly resign","politics"
"resign","force","resign force","politics"
"force","byelections","force byelections","politics"
"byelections","stand","byelections stand","politics"
"stand","platform","stand platform","politics"
"platform","backdoor","platform backdoor","politics"
"backdoor","approach","backdoor approach","politics"
"approach","politics","approach politics","politics"
"politics","elected","politics elected","politics"
"elected","party","elected party","politics"
"party","defecting","party defecting","politics"
"defecting","ukip","defecting ukip","politics"
"ukip","lead","ukip lead","politics"
"lead","follow","lead follow","politics"
"follow","party","follow party","politics"
"party","committed","party committed","politics"
"committed","plain","committed plain","politics"
"plain","speaking","plain speaking","politics"
"speaking","latin","speaking latin","politics"
"latin","opinion","latin opinion","politics"
"opinion","poll","opinion poll","politics"
"poll","overwhelming","poll overwhelming","politics"
"overwhelming","antieurope","overwhelming antieurope","politics"
"antieurope","feeling","antieurope feeling","politics"
"feeling","country","feeling country","politics"
"country","kilroysilk","country kilroysilk","politics"
"kilroysilk","verge","kilroysilk verge","politics"
"verge","huge","verge huge","politics"
"huge","broaden","huge broaden","politics"
"broaden","appeal","broaden appeal","politics"
"appeal","issue","appeal issue","politics"
"issue","extremely","issue extremely","politics"
"extremely","communicator","extremely communicator","politics"
"communicator","political","communicator political","politics"
"political","experience","political experience","politics"
"experience","quality","experience quality","politics"
"quality","schools","quality schools","politics"
"schools","top","schools top","politics"
"top","hospitals","top hospitals","politics"
"hospitals","clean","hospitals clean","politics"
"clean","efficient","clean efficient","politics"
"efficient","public","efficient public","politics"
"public","transport","public transport","politics"
"transport","punishments","transport punishments","politics"
"punishments","fit","punishments fit","politics"
"fit","crime","fit crime","politics"
"crime","limited","crime limited","politics"
"limited","asylum","limited asylum","politics"
"asylum","purge","asylum purge","politics"
"purge","bureaucracy","purge bureaucracy","politics"
"bureaucracy","taxes","bureaucracy taxes","politics"
"taxes","courage","taxes courage","politics"
"courage","honesty","courage honesty","politics"
"honesty","qualities","honesty qualities","politics"
"qualities","sadly","qualities sadly","politics"
"sadly","lacking","sadly lacking","politics"
"lacking","politicians","lacking politicians","politics"
"politicians","kilroysilk","politicians kilroysilk","politics"
"kilroysilk","qualities","kilroysilk qualities","politics"
"qualities","recruit","qualities recruit","politics"
"recruit","colleagues","recruit colleagues","politics"
"colleagues","robert","colleagues robert","politics"
"robert","time","robert time","politics"
"time","limelight","time limelight","politics"
"limelight","ordinary","limelight ordinary","politics"
